base_timestamp,target_timestamp,horizon,prediction
2025-07-28,2025-07-29,24h,121.24375858908681
2025-07-28,2025-07-30,48h,121.24375858908681
2025-07-28,2025-07-31,72h,121.24375858908681
